time,t,T,s,i,open,close,high,low,volume,n
2026-01-01 18:26:00,1767291960000,1767292019999,DOGE,1m,0.12484,0.12484,0.12484,0.12484,0.0,0
2026-01-01 18:27:00,1767292020000,1767292079999,DOGE,1m,0.12479,0.12474,0.12479,0.12473,488818.0,19
2026-01-01 18:28:00,1767292080000,1767292139999,DOGE,1m,0.12463,0.12458,0.12463,0.12458,292.0,2
2026-01-01 18:29:00,1767292140000,1767292199999,DOGE,1m,0.12459,0.12459,0.12459,0.12459,420.0,2
2026-01-01 18:30:00,1767292200000,1767292259999,DOGE,1m,0.12467,0.12467,0.12467,0.12467,140.0,1
2026-01-01 18:31:00,1767292260000,1767292319999,DOGE,1m,0.1247,0.12459,0.12477,0.12459,19495.0,9
2026-01-01 18:32:00,1767292320000,1767292379999,DOGE,1m,0.12463,0.12463,0.12463,0.12463,250.0,1
2026-01-01 18:33:00,1767292380000,1767292439999,DOGE,1m,0.12461,0.12461,0.12461,0.12461,142.0,1
2026-01-01 18:34:00,1767292440000,1767292499999,DOGE,1m,0.12469,0.12469,0.12469,0.12469,562.0,1
2026-01-01 18:35:00,1767292500000,1767292559999,DOGE,1m,0.12471,0.12471,0.12471,0.12471,6251.0,1
2026-01-01 18:36:00,1767292560000,1767292619999,DOGE,1m,0.12477,0.12476,0.12477,0.12476,7839.0,3
2026-01-01 18:37:00,1767292620000,1767292679999,DOGE,1m,0.12466,0.12463,0.12466,0.12463,7515.0,4
2026-01-01 18:38:00,1767292680000,1767292739999,DOGE,1m,0.12459,0.12458,0.12459,0.12458,35094.0,3
2026-01-01 18:39:00,1767292740000,1767292799999,DOGE,1m,0.12458,0.12448,0.12458,0.12448,6645.0,3
2026-01-01 18:40:00,1767292800000,1767292859999,DOGE,1m,0.12448,0.12448,0.12448,0.12448,1865.0,1
2026-01-01 18:41:00,1767292860000,1767292919999,DOGE,1m,0.12457,0.12457,0.12457,0.12457,127.0,1
2026-01-01 18:42:00,1767292920000,1767292979999,DOGE,1m,0.12459,0.12459,0.12459,0.12459,153.0,1
2026-01-01 18:43:00,1767292980000,1767293039999,DOGE,1m,0.12462,0.12465,0.12465,0.12462,11798.0,3
2026-01-01 18:44:00,1767293040000,1767293099999,DOGE,1m,0.12468,0.12471,0.12471,0.12467,18527.0,8
2026-01-01 18:45:00,1767293100000,1767293159999,DOGE,1m,0.12473,0.12485,0.12487,0.12473,11675.0,7
2026-01-01 18:46:00,1767293160000,1767293219999,DOGE,1m,0.12481,0.12481,0.12481,0.12481,21397.0,1
2026-01-01 18:47:00,1767293220000,1767293279999,DOGE,1m,0.12476,0.12479,0.12479,0.12476,25185.0,4
2026-01-01 18:48:00,1767293280000,1767293339999,DOGE,1m,0.12476,0.12476,0.12476,0.12476,1360.0,1
2026-01-01 18:49:00,1767293340000,1767293399999,DOGE,1m,0.12476,0.12476,0.12476,0.12476,0.0,0
2026-01-01 18:50:00,1767293400000,1767293459999,DOGE,1m,0.12479,0.12479,0.12479,0.12479,4721.0,6
2026-01-01 18:51:00,1767293460000,1767293519999,DOGE,1m,0.12482,0.12482,0.12482,0.12482,1520.0,4
2026-01-01 18:52:00,1767293520000,1767293579999,DOGE,1m,0.12478,0.12478,0.12478,0.12478,2630.0,4
2026-01-01 18:53:00,1767293580000,1767293639999,DOGE,1m,0.12477,0.12483,0.12483,0.12477,13264.0,3
2026-01-01 18:54:00,1767293640000,1767293699999,DOGE,1m,0.12477,0.12477,0.12477,0.12477,185.0,1
2026-01-01 18:55:00,1767293700000,1767293759999,DOGE,1m,0.12477,0.12478,0.12478,0.12477,455.0,2
2026-01-01 18:56:00,1767293760000,1767293819999,DOGE,1m,0.1248,0.12468,0.1248,0.12468,1301.0,2
2026-01-01 18:57:00,1767293820000,1767293879999,DOGE,1m,0.12462,0.12461,0.12462,0.12461,609.0,3
2026-01-01 18:58:00,1767293880000,1767293939999,DOGE,1m,0.12459,0.12459,0.12459,0.12459,154.0,1
2026-01-01 18:59:00,1767293940000,1767293999999,DOGE,1m,0.12465,0.12471,0.12471,0.12465,1099.0,4
2026-01-01 19:00:00,1767294000000,1767294059999,DOGE,1m,0.12478,0.12476,0.1248,0.12476,13556.0,4
2026-01-01 19:01:00,1767294060000,1767294119999,DOGE,1m,0.12471,0.12494,0.12494,0.12468,9622.0,7
2026-01-01 19:02:00,1767294120000,1767294179999,DOGE,1m,0.12499,0.12499,0.12499,0.12499,265.0,1
2026-01-01 19:03:00,1767294180000,1767294239999,DOGE,1m,0.12507,0.12512,0.12513,0.12507,6770.0,3
2026-01-01 19:04:00,1767294240000,1767294299999,DOGE,1m,0.12513,0.12517,0.12517,0.12513,236.0,2
2026-01-01 19:05:00,1767294300000,1767294359999,DOGE,1m,0.12514,0.12514,0.12514,0.12514,293.0,1
2026-01-01 19:06:00,1767294360000,1767294419999,DOGE,1m,0.12516,0.12513,0.12516,0.12509,14909.0,9
2026-01-01 19:07:00,1767294420000,1767294479999,DOGE,1m,0.12518,0.12519,0.12519,0.12518,25084.0,3
2026-01-01 19:08:00,1767294480000,1767294539999,DOGE,1m,0.12525,0.12519,0.12525,0.12519,30355.0,9
2026-01-01 19:09:00,1767294540000,1767294599999,DOGE,1m,0.12518,0.12516,0.12518,0.12516,1599316.0,17
2026-01-01 19:10:00,1767294600000,1767294659999,DOGE,1m,0.12517,0.12518,0.12518,0.12516,41030.0,5
2026-01-01 19:11:00,1767294660000,1767294719999,DOGE,1m,0.12518,0.1252,0.1252,0.12518,275.0,2
2026-01-01 19:12:00,1767294720000,1767294779999,DOGE,1m,0.12519,0.12518,0.12519,0.12518,264.0,2
2026-01-01 19:13:00,1767294780000,1767294839999,DOGE,1m,0.12519,0.12514,0.12519,0.12514,8170.0,7
2026-01-01 19:14:00,1767294840000,1767294899999,DOGE,1m,0.12512,0.12512,0.12512,0.12512,2000.0,1
2026-01-01 19:15:00,1767294900000,1767294959999,DOGE,1m,0.12521,0.12511,0.12526,0.1251,4542.0,8
2026-01-01 19:16:00,1767294960000,1767295019999,DOGE,1m,0.12511,0.12511,0.12511,0.12511,0.0,0
2026-01-01 19:17:00,1767295020000,1767295079999,DOGE,1m,0.12517,0.12517,0.12517,0.12517,1145.0,2
2026-01-01 19:18:00,1767295080000,1767295139999,DOGE,1m,0.12519,0.12525,0.12525,0.12518,40616.0,6
2026-01-01 19:19:00,1767295140000,1767295199999,DOGE,1m,0.12528,0.12532,0.12532,0.12528,1111.0,2
2026-01-01 19:20:00,1767295200000,1767295259999,DOGE,1m,0.12522,0.12518,0.12522,0.12517,1465.0,3
2026-01-01 19:21:00,1767295260000,1767295319999,DOGE,1m,0.12522,0.12523,0.12523,0.12522,5551.0,2
2026-01-01 19:22:00,1767295320000,1767295379999,DOGE,1m,0.12521,0.12521,0.12521,0.12521,1603.0,1
2026-01-01 19:23:00,1767295380000,1767295439999,DOGE,1m,0.12524,0.12524,0.12524,0.12524,3044.0,1
2026-01-01 19:24:00,1767295440000,1767295499999,DOGE,1m,0.12519,0.12519,0.1252,0.12519,505.0,3
2026-01-01 19:25:00,1767295500000,1767295559999,DOGE,1m,0.12519,0.12517,0.12519,0.12517,12058.0,2
2026-01-01 19:26:00,1767295560000,1767295619999,DOGE,1m,0.12517,0.12516,0.12517,0.12516,960.0,3
2026-01-01 19:27:00,1767295620000,1767295679999,DOGE,1m,0.12515,0.12515,0.12515,0.12515,10848.0,1
2026-01-01 19:28:00,1767295680000,1767295739999,DOGE,1m,0.12522,0.12521,0.12522,0.12521,389.0,2
2026-01-01 19:29:00,1767295740000,1767295799999,DOGE,1m,0.1252,0.12519,0.1252,0.12519,463.0,2
2026-01-01 19:30:00,1767295800000,1767295859999,DOGE,1m,0.12516,0.12519,0.1252,0.12516,7794.0,5
2026-01-01 19:31:00,1767295860000,1767295919999,DOGE,1m,0.12514,0.12514,0.12514,0.12514,799.0,1
2026-01-01 19:32:00,1767295920000,1767295979999,DOGE,1m,0.12515,0.12506,0.12515,0.12506,11998.0,6
2026-01-01 19:33:00,1767295980000,1767296039999,DOGE,1m,0.12513,0.12514,0.12515,0.12513,47987.0,5
2026-01-01 19:34:00,1767296040000,1767296099999,DOGE,1m,0.12514,0.12514,0.12514,0.12514,0.0,0
2026-01-01 19:35:00,1767296100000,1767296159999,DOGE,1m,0.12508,0.12508,0.12508,0.12508,192.0,1
2026-01-01 19:36:00,1767296160000,1767296219999,DOGE,1m,0.1252,0.1252,0.12523,0.12519,1684254.0,18
2026-01-01 19:37:00,1767296220000,1767296279999,DOGE,1m,0.1253,0.12522,0.1253,0.12522,737.0,3
2026-01-01 19:38:00,1767296280000,1767296339999,DOGE,1m,0.12522,0.12532,0.12532,0.12522,1029.0,2
2026-01-01 19:39:00,1767296340000,1767296399999,DOGE,1m,0.12537,0.12569,0.12569,0.12537,42270.0,11
2026-01-01 19:40:00,1767296400000,1767296459999,DOGE,1m,0.1257,0.12566,0.12575,0.12565,504300.0,24
2026-01-01 19:41:00,1767296460000,1767296519999,DOGE,1m,0.12563,0.12572,0.12572,0.12563,2638.0,3
2026-01-01 19:42:00,1767296520000,1767296579999,DOGE,1m,0.12563,0.12563,0.12563,0.12563,796.0,1
2026-01-01 19:43:00,1767296580000,1767296639999,DOGE,1m,0.12568,0.12557,0.12568,0.12557,632.0,4
2026-01-01 19:44:00,1767296640000,1767296699999,DOGE,1m,0.12565,0.12564,0.12565,0.12564,260.0,2
2026-01-01 19:45:00,1767296700000,1767296759999,DOGE,1m,0.12563,0.12563,0.12563,0.12563,8202.0,4
2026-01-01 19:46:00,1767296760000,1767296819999,DOGE,1m,0.12562,0.12549,0.12562,0.12549,4121.0,4
2026-01-01 19:47:00,1767296820000,1767296879999,DOGE,1m,0.12555,0.12555,0.12555,0.12555,1004.0,1
2026-01-01 19:48:00,1767296880000,1767296939999,DOGE,1m,0.12556,0.12556,0.12556,0.12556,691.0,1
2026-01-01 19:49:00,1767296940000,1767296999999,DOGE,1m,0.12559,0.12559,0.12559,0.12559,135.0,1
2026-01-01 19:50:00,1767297000000,1767297059999,DOGE,1m,0.1257,0.12574,0.12574,0.1257,918.0,2
2026-01-01 19:51:00,1767297060000,1767297119999,DOGE,1m,0.12577,0.12579,0.12583,0.12577,19313.0,14
2026-01-01 19:52:00,1767297120000,1767297179999,DOGE,1m,0.12571,0.12566,0.12571,0.12566,1195.0,2
2026-01-01 19:53:00,1767297180000,1767297239999,DOGE,1m,0.12559,0.12563,0.12563,0.12559,1358.0,2
2026-01-01 19:54:00,1767297240000,1767297299999,DOGE,1m,0.12564,0.12566,0.12566,0.12564,1339.0,3
2026-01-01 19:55:00,1767297300000,1767297359999,DOGE,1m,0.12571,0.12572,0.12572,0.12571,306.0,2
2026-01-01 19:56:00,1767297360000,1767297419999,DOGE,1m,0.1257,0.12569,0.1257,0.12569,1946.0,4
2026-01-01 19:57:00,1767297420000,1767297479999,DOGE,1m,0.12569,0.12569,0.12569,0.12569,0.0,0
2026-01-01 19:58:00,1767297480000,1767297539999,DOGE,1m,0.12575,0.12578,0.12578,0.12575,407.0,2
2026-01-01 19:59:00,1767297540000,1767297599999,DOGE,1m,0.12572,0.12572,0.12572,0.12572,900.0,1
2026-01-01 20:00:00,1767297600000,1767297659999,DOGE,1m,0.12588,0.12586,0.12602,0.12586,201224.0,12
2026-01-01 20:01:00,1767297660000,1767297719999,DOGE,1m,0.12586,0.12623,0.12628,0.12586,33633.0,12
2026-01-01 20:02:00,1767297720000,1767297779999,DOGE,1m,0.12631,0.12617,0.12631,0.12617,37967.0,12
2026-01-01 20:03:00,1767297780000,1767297839999,DOGE,1m,0.12616,0.12603,0.12618,0.12603,15243.0,7
2026-01-01 20:04:00,1767297840000,1767297899999,DOGE,1m,0.12601,0.1258,0.12601,0.1258,21069.0,7
2026-01-01 20:05:00,1767297900000,1767297959999,DOGE,1m,0.12587,0.12597,0.12597,0.12587,7948.0,5
2026-01-01 20:06:00,1767297960000,1767298019999,DOGE,1m,0.12597,0.1259,0.12597,0.1259,1990.0,6
2026-01-01 20:07:00,1767298020000,1767298079999,DOGE,1m,0.12585,0.12584,0.12585,0.12584,17805.0,3
2026-01-01 20:08:00,1767298080000,1767298139999,DOGE,1m,0.12581,0.12573,0.12581,0.12573,14403.0,7
2026-01-01 20:09:00,1767298140000,1767298199999,DOGE,1m,0.12568,0.12569,0.12569,0.12568,97059.0,4
2026-01-01 20:10:00,1767298200000,1767298259999,DOGE,1m,0.1257,0.12568,0.1257,0.12568,1717.0,2
2026-01-01 20:11:00,1767298260000,1767298319999,DOGE,1m,0.1257,0.12587,0.12587,0.1257,4647.0,4
2026-01-01 20:12:00,1767298320000,1767298379999,DOGE,1m,0.12583,0.12577,0.12583,0.12577,65112.0,9
2026-01-01 20:13:00,1767298380000,1767298439999,DOGE,1m,0.12583,0.1259,0.1259,0.12583,1709.0,2
2026-01-01 20:14:00,1767298440000,1767298499999,DOGE,1m,0.1259,0.12594,0.12594,0.1259,1438.0,2
2026-01-01 20:15:00,1767298500000,1767298559999,DOGE,1m,0.12585,0.12584,0.12585,0.12581,32798.0,6
2026-01-01 20:16:00,1767298560000,1767298619999,DOGE,1m,0.12586,0.12583,0.12586,0.12582,34005.0,4
2026-01-01 20:17:00,1767298620000,1767298679999,DOGE,1m,0.12588,0.12591,0.12591,0.12588,10818.0,4
2026-01-01 20:18:00,1767298680000,1767298739999,DOGE,1m,0.12595,0.12595,0.12595,0.12595,794.0,1
2026-01-01 20:19:00,1767298740000,1767298799999,DOGE,1m,0.12591,0.12591,0.12591,0.12591,148.0,1
2026-01-01 20:20:00,1767298800000,1767298859999,DOGE,1m,0.12595,0.12593,0.12595,0.12593,3307.0,2
2026-01-01 20:21:00,1767298860000,1767298919999,DOGE,1m,0.12588,0.12588,0.12588,0.12588,1145.0,1
2026-01-01 20:22:00,1767298920000,1767298979999,DOGE,1m,0.12585,0.12585,0.12585,0.12585,147.0,1
2026-01-01 20:23:00,1767298980000,1767299039999,DOGE,1m,0.12594,0.12594,0.12594,0.12594,6810.0,3
