time,t,T,s,i,open,close,high,low,volume,n
2025-12-31 10:51:00,1767178260000,1767178319999,DOGE,1m,0.12289,0.12287,0.12289,0.12287,3591.0,5
2025-12-31 10:52:00,1767178320000,1767178379999,DOGE,1m,0.12288,0.12285,0.12288,0.12285,3035.0,7
2025-12-31 10:53:00,1767178380000,1767178439999,DOGE,1m,0.1228,0.12285,0.12285,0.12279,69608.0,12
2025-12-31 10:54:00,1767178440000,1767178499999,DOGE,1m,0.12281,0.12283,0.12283,0.12281,5798.0,5
2025-12-31 10:55:00,1767178500000,1767178559999,DOGE,1m,0.12283,0.12283,0.12283,0.12282,121794.0,13
2025-12-31 10:56:00,1767178560000,1767178619999,DOGE,1m,0.12282,0.12282,0.12282,0.12282,50065.0,3
2025-12-31 10:57:00,1767178620000,1767178679999,DOGE,1m,0.12283,0.12293,0.12293,0.12283,52033.0,13
2025-12-31 10:58:00,1767178680000,1767178739999,DOGE,1m,0.12294,0.12298,0.12298,0.12294,10941.0,7
2025-12-31 10:59:00,1767178740000,1767178799999,DOGE,1m,0.12297,0.12298,0.12298,0.12297,5664.0,3
2025-12-31 11:00:00,1767178800000,1767178859999,DOGE,1m,0.12302,0.12296,0.12302,0.12296,2154.0,4
2025-12-31 11:01:00,1767178860000,1767178919999,DOGE,1m,0.12295,0.12301,0.12303,0.12293,95743.0,17
2025-12-31 11:02:00,1767178920000,1767178979999,DOGE,1m,0.123,0.12299,0.123,0.12297,3198.0,5
2025-12-31 11:03:00,1767178980000,1767179039999,DOGE,1m,0.12301,0.12301,0.12301,0.12298,33917.0,6
2025-12-31 11:04:00,1767179040000,1767179099999,DOGE,1m,0.12301,0.12308,0.12308,0.12301,17812.0,5
2025-12-31 11:05:00,1767179100000,1767179159999,DOGE,1m,0.12305,0.12305,0.12305,0.12305,16039.0,2
2025-12-31 11:06:00,1767179160000,1767179219999,DOGE,1m,0.12305,0.12317,0.12317,0.12305,91609.0,11
2025-12-31 11:07:00,1767179220000,1767179279999,DOGE,1m,0.12316,0.12315,0.12316,0.12312,44077.0,14
2025-12-31 11:08:00,1767179280000,1767179339999,DOGE,1m,0.12313,0.12314,0.12315,0.12313,18128.0,7
2025-12-31 11:09:00,1767179340000,1767179399999,DOGE,1m,0.1232,0.12322,0.12322,0.1232,35736.0,7
2025-12-31 11:10:00,1767179400000,1767179459999,DOGE,1m,0.12324,0.12334,0.12334,0.12324,11825.0,13
2025-12-31 11:11:00,1767179460000,1767179519999,DOGE,1m,0.12329,0.12332,0.12332,0.12329,2096.0,4
2025-12-31 11:12:00,1767179520000,1767179579999,DOGE,1m,0.12331,0.12327,0.12331,0.12327,1989.0,4
2025-12-31 11:13:00,1767179580000,1767179639999,DOGE,1m,0.12327,0.12328,0.12328,0.12327,1990.0,5
2025-12-31 11:14:00,1767179640000,1767179699999,DOGE,1m,0.12325,0.12326,0.12326,0.12325,2765.0,2
2025-12-31 11:15:00,1767179700000,1767179759999,DOGE,1m,0.12319,0.12322,0.12323,0.12317,36850.0,7
2025-12-31 11:16:00,1767179760000,1767179819999,DOGE,1m,0.12319,0.12318,0.12319,0.12317,59170.0,12
2025-12-31 11:17:00,1767179820000,1767179879999,DOGE,1m,0.12315,0.12313,0.12318,0.12313,21411.0,8
2025-12-31 11:18:00,1767179880000,1767179939999,DOGE,1m,0.1231,0.12306,0.1231,0.12306,1002.0,3
2025-12-31 11:19:00,1767179940000,1767179999999,DOGE,1m,0.12316,0.12318,0.12322,0.12316,12309.0,5
2025-12-31 11:20:00,1767180000000,1767180059999,DOGE,1m,0.12319,0.12319,0.12319,0.12319,474.0,1
2025-12-31 11:21:00,1767180060000,1767180119999,DOGE,1m,0.12316,0.12314,0.12318,0.12314,374837.0,23
2025-12-31 11:22:00,1767180120000,1767180179999,DOGE,1m,0.12313,0.12322,0.12322,0.12313,995.0,2
2025-12-31 11:23:00,1767180180000,1767180239999,DOGE,1m,0.12322,0.12326,0.12326,0.12322,7552.0,5
2025-12-31 11:24:00,1767180240000,1767180299999,DOGE,1m,0.12323,0.12319,0.12323,0.12319,941.0,2
2025-12-31 11:25:00,1767180300000,1767180359999,DOGE,1m,0.1232,0.12321,0.12321,0.1232,1306.0,2
2025-12-31 11:26:00,1767180360000,1767180419999,DOGE,1m,0.12323,0.12324,0.12324,0.12323,1118.0,3
2025-12-31 11:27:00,1767180420000,1767180479999,DOGE,1m,0.12329,0.12333,0.12333,0.12328,1018.0,3
2025-12-31 11:28:00,1767180480000,1767180539999,DOGE,1m,0.12328,0.12329,0.12329,0.12328,995.0,2
2025-12-31 11:29:00,1767180540000,1767180599999,DOGE,1m,0.12335,0.12335,0.12335,0.12334,1516.0,4
2025-12-31 11:30:00,1767180600000,1767180659999,DOGE,1m,0.12335,0.12328,0.12335,0.12328,4143.0,8
2025-12-31 11:31:00,1767180660000,1767180719999,DOGE,1m,0.12328,0.12335,0.12339,0.12328,27866.0,10
2025-12-31 11:32:00,1767180720000,1767180779999,DOGE,1m,0.12337,0.1233,0.12337,0.12328,11474.0,13
2025-12-31 11:33:00,1767180780000,1767180839999,DOGE,1m,0.1233,0.1233,0.1233,0.1233,0.0,0
2025-12-31 11:34:00,1767180840000,1767180899999,DOGE,1m,0.1233,0.12327,0.1233,0.12327,1787.0,6
2025-12-31 11:35:00,1767180900000,1767180959999,DOGE,1m,0.12334,0.12338,0.1234,0.12331,24616.0,10
2025-12-31 11:36:00,1767180960000,1767181019999,DOGE,1m,0.12337,0.12339,0.1234,0.12331,5653.0,5
2025-12-31 11:37:00,1767181020000,1767181079999,DOGE,1m,0.1234,0.12338,0.1234,0.12338,11553.0,6
2025-12-31 11:38:00,1767181080000,1767181139999,DOGE,1m,0.12339,0.12339,0.1234,0.12339,1260.0,3
2025-12-31 11:39:00,1767181140000,1767181199999,DOGE,1m,0.12338,0.1234,0.12341,0.12338,60118.0,10
2025-12-31 11:40:00,1767181200000,1767181259999,DOGE,1m,0.12342,0.12337,0.12342,0.12337,1237.0,3
2025-12-31 11:41:00,1767181260000,1767181319999,DOGE,1m,0.12339,0.12343,0.12343,0.12339,974.0,3
2025-12-31 11:42:00,1767181320000,1767181379999,DOGE,1m,0.12345,0.1235,0.12351,0.12343,55113.0,8
2025-12-31 11:43:00,1767181380000,1767181439999,DOGE,1m,0.1235,0.12352,0.12352,0.12347,9983.0,6
2025-12-31 11:44:00,1767181440000,1767181499999,DOGE,1m,0.12353,0.12349,0.12356,0.12349,2181.0,5
2025-12-31 11:45:00,1767181500000,1767181559999,DOGE,1m,0.12346,0.12348,0.12348,0.12341,74044.0,11
2025-12-31 11:46:00,1767181560000,1767181619999,DOGE,1m,0.12342,0.12342,0.12343,0.12341,1683.0,4
2025-12-31 11:47:00,1767181620000,1767181679999,DOGE,1m,0.12344,0.12345,0.12346,0.12344,41258.0,6
2025-12-31 11:48:00,1767181680000,1767181739999,DOGE,1m,0.12343,0.1234,0.12343,0.1234,1321.0,4
2025-12-31 11:49:00,1767181740000,1767181799999,DOGE,1m,0.1234,0.1234,0.1234,0.1234,653.0,2
2025-12-31 11:50:00,1767181800000,1767181859999,DOGE,1m,0.12336,0.12335,0.12347,0.12335,29201.0,11
2025-12-31 11:51:00,1767181860000,1767181919999,DOGE,1m,0.12341,0.1234,0.12341,0.12338,7925.0,5
2025-12-31 11:52:00,1767181920000,1767181979999,DOGE,1m,0.12337,0.12333,0.12337,0.12333,8055.0,5
2025-12-31 11:53:00,1767181980000,1767182039999,DOGE,1m,0.12333,0.12333,0.12333,0.12332,165719.0,18
2025-12-31 11:54:00,1767182040000,1767182099999,DOGE,1m,0.12333,0.12333,0.12333,0.12333,0.0,0
2025-12-31 11:55:00,1767182100000,1767182159999,DOGE,1m,0.12333,0.12335,0.12335,0.12333,701.0,3
2025-12-31 11:56:00,1767182160000,1767182219999,DOGE,1m,0.12334,0.12335,0.12336,0.12334,2002.0,6
2025-12-31 11:57:00,1767182220000,1767182279999,DOGE,1m,0.12336,0.12334,0.12336,0.12333,1617.0,4
2025-12-31 11:58:00,1767182280000,1767182339999,DOGE,1m,0.12335,0.12335,0.12335,0.12335,580.0,3
2025-12-31 11:59:00,1767182340000,1767182399999,DOGE,1m,0.12336,0.12336,0.12336,0.12336,21244.0,5
2025-12-31 12:00:00,1767182400000,1767182459999,DOGE,1m,0.12336,0.12334,0.1234,0.12333,54811.0,11
2025-12-31 12:01:00,1767182460000,1767182519999,DOGE,1m,0.12333,0.12328,0.12335,0.12328,43614.0,9
2025-12-31 12:02:00,1767182520000,1767182579999,DOGE,1m,0.12328,0.12328,0.12328,0.12325,744.0,3
2025-12-31 12:03:00,1767182580000,1767182639999,DOGE,1m,0.12328,0.12324,0.12328,0.12324,8637.0,3
2025-12-31 12:04:00,1767182640000,1767182699999,DOGE,1m,0.12323,0.12325,0.12325,0.1232,10561.0,7
2025-12-31 12:05:00,1767182700000,1767182759999,DOGE,1m,0.12325,0.12324,0.12328,0.12324,1074.0,4
2025-12-31 12:06:00,1767182760000,1767182819999,DOGE,1m,0.12324,0.12324,0.12324,0.12324,992.0,2
2025-12-31 12:07:00,1767182820000,1767182879999,DOGE,1m,0.12327,0.12326,0.12327,0.12326,975.0,2
2025-12-31 12:08:00,1767182880000,1767182939999,DOGE,1m,0.12327,0.12329,0.12329,0.12327,6293.0,2
2025-12-31 12:09:00,1767182940000,1767182999999,DOGE,1m,0.12323,0.12328,0.12328,0.12323,942.0,2
2025-12-31 12:10:00,1767183000000,1767183059999,DOGE,1m,0.12327,0.12327,0.12327,0.12327,463.0,1
2025-12-31 12:11:00,1767183060000,1767183119999,DOGE,1m,0.12327,0.12327,0.12327,0.12326,1362.0,3
2025-12-31 12:12:00,1767183120000,1767183179999,DOGE,1m,0.12326,0.12324,0.12326,0.12324,2878.0,4
2025-12-31 12:13:00,1767183180000,1767183239999,DOGE,1m,0.12323,0.12323,0.12323,0.12323,26087.0,4
2025-12-31 12:14:00,1767183240000,1767183299999,DOGE,1m,0.12323,0.12321,0.12323,0.12321,8115.0,2
2025-12-31 12:15:00,1767183300000,1767183359999,DOGE,1m,0.12321,0.12321,0.12321,0.12321,132.0,1
2025-12-31 12:16:00,1767183360000,1767183419999,DOGE,1m,0.12321,0.1232,0.12321,0.1232,1061.0,3
2025-12-31 12:17:00,1767183420000,1767183479999,DOGE,1m,0.12321,0.12321,0.12321,0.12321,435.0,1
2025-12-31 12:18:00,1767183480000,1767183539999,DOGE,1m,0.12319,0.12321,0.12321,0.12319,856.0,2
2025-12-31 12:19:00,1767183540000,1767183599999,DOGE,1m,0.1232,0.12325,0.12325,0.12319,11523.0,5
2025-12-31 12:20:00,1767183600000,1767183659999,DOGE,1m,0.12326,0.12326,0.12326,0.12326,415.0,1
2025-12-31 12:21:00,1767183660000,1767183719999,DOGE,1m,0.12325,0.12324,0.12325,0.12324,1640.0,5
2025-12-31 12:22:00,1767183720000,1767183779999,DOGE,1m,0.12321,0.12316,0.12321,0.12316,8950.0,24
2025-12-31 12:23:00,1767183780000,1767183839999,DOGE,1m,0.12316,0.12309,0.12316,0.12309,2350.0,13
2025-12-31 12:24:00,1767183840000,1767183899999,DOGE,1m,0.12308,0.12314,0.12314,0.12308,4232.0,31
2025-12-31 12:25:00,1767183900000,1767183959999,DOGE,1m,0.12316,0.12317,0.12317,0.12315,1122.0,3
2025-12-31 12:26:00,1767183960000,1767184019999,DOGE,1m,0.12315,0.12314,0.12315,0.12314,1091.0,3
2025-12-31 12:27:00,1767184020000,1767184079999,DOGE,1m,0.12315,0.12311,0.12315,0.1231,1400.0,4
2025-12-31 12:28:00,1767184080000,1767184139999,DOGE,1m,0.12309,0.12308,0.12309,0.12308,679.0,2
2025-12-31 12:29:00,1767184140000,1767184199999,DOGE,1m,0.12307,0.1231,0.1231,0.12307,465.0,2
2025-12-31 12:30:00,1767184200000,1767184259999,DOGE,1m,0.12309,0.12312,0.12312,0.12308,1311.0,4
2025-12-31 12:31:00,1767184260000,1767184319999,DOGE,1m,0.12312,0.12312,0.12312,0.12312,0.0,0
2025-12-31 12:32:00,1767184320000,1767184379999,DOGE,1m,0.12317,0.12315,0.12317,0.12315,388.0,2
2025-12-31 12:33:00,1767184380000,1767184439999,DOGE,1m,0.1231,0.1231,0.1231,0.1231,100000.0,1
2025-12-31 12:34:00,1767184440000,1767184499999,DOGE,1m,0.12307,0.12307,0.12307,0.12307,154.0,1
2025-12-31 12:35:00,1767184500000,1767184559999,DOGE,1m,0.12305,0.12305,0.12305,0.12305,2839.0,2
2025-12-31 12:36:00,1767184560000,1767184619999,DOGE,1m,0.12304,0.12303,0.12304,0.12303,24104.0,2
2025-12-31 12:37:00,1767184620000,1767184679999,DOGE,1m,0.12303,0.12291,0.12303,0.12291,19605.0,5
2025-12-31 12:38:00,1767184680000,1767184739999,DOGE,1m,0.12295,0.12294,0.12295,0.12292,3908.0,3
2025-12-31 12:39:00,1767184740000,1767184799999,DOGE,1m,0.12293,0.12293,0.12293,0.12293,172.0,1
2025-12-31 12:40:00,1767184800000,1767184859999,DOGE,1m,0.12294,0.12294,0.12296,0.12294,5579.0,5
2025-12-31 12:41:00,1767184860000,1767184919999,DOGE,1m,0.12294,0.12294,0.12294,0.12294,128.0,1
2025-12-31 12:42:00,1767184920000,1767184979999,DOGE,1m,0.12291,0.12291,0.12291,0.12291,149.0,1
2025-12-31 12:43:00,1767184980000,1767185039999,DOGE,1m,0.12289,0.1229,0.1229,0.12289,73063.0,3
2025-12-31 12:44:00,1767185040000,1767185099999,DOGE,1m,0.1229,0.1229,0.1229,0.1229,229.0,1
2025-12-31 12:45:00,1767185100000,1767185159999,DOGE,1m,0.1229,0.1229,0.1229,0.1229,0.0,0
2025-12-31 12:46:00,1767185160000,1767185219999,DOGE,1m,0.12288,0.12288,0.12288,0.12288,2218.0,3
2025-12-31 12:47:00,1767185220000,1767185279999,DOGE,1m,0.12288,0.12288,0.12288,0.12288,0.0,0
2025-12-31 12:48:00,1767185280000,1767185339999,DOGE,1m,0.1229,0.1229,0.1229,0.1229,143.0,1
2025-12-31 12:49:00,1767185340000,1767185399999,DOGE,1m,0.12295,0.12293,0.12295,0.12293,12181.0,3
2025-12-31 12:50:00,1767185400000,1767185459999,DOGE,1m,0.12293,0.12293,0.12293,0.12293,0.0,0
2025-12-31 12:51:00,1767185460000,1767185519999,DOGE,1m,0.1229,0.12291,0.12292,0.1229,1057.0,6
2025-12-31 12:52:00,1767185520000,1767185579999,DOGE,1m,0.12293,0.12293,0.12293,0.12293,13436.0,2
2025-12-31 12:53:00,1767185580000,1767185639999,DOGE,1m,0.12289,0.12285,0.12289,0.12285,658.0,3
2025-12-31 12:54:00,1767185640000,1767185699999,DOGE,1m,0.12284,0.12284,0.12284,0.12284,9.0,1
2025-12-31 12:55:00,1767185700000,1767185759999,DOGE,1m,0.12282,0.12283,0.12285,0.12282,329.0,3
2025-12-31 12:56:00,1767185760000,1767185819999,DOGE,1m,0.12288,0.12288,0.12288,0.12288,149.0,1
2025-12-31 12:57:00,1767185820000,1767185879999,DOGE,1m,0.12291,0.12295,0.12295,0.12291,993.0,3
2025-12-31 12:58:00,1767185880000,1767185939999,DOGE,1m,0.12297,0.12295,0.12297,0.12295,5278.0,3
2025-12-31 12:59:00,1767185940000,1767185999999,DOGE,1m,0.12293,0.12292,0.12293,0.12292,1296.0,5
2025-12-31 13:00:00,1767186000000,1767186059999,DOGE,1m,0.12292,0.12292,0.12292,0.12292,143.0,1
2025-12-31 13:01:00,1767186060000,1767186119999,DOGE,1m,0.12292,0.1229,0.12292,0.1229,13342.0,7
2025-12-31 13:02:00,1767186120000,1767186179999,DOGE,1m,0.12288,0.12295,0.12295,0.12288,10635.0,2
2025-12-31 13:03:00,1767186180000,1767186239999,DOGE,1m,0.12302,0.12302,0.12302,0.12302,313.0,1
2025-12-31 13:04:00,1767186240000,1767186299999,DOGE,1m,0.12303,0.12303,0.12303,0.12303,239.0,1
2025-12-31 13:05:00,1767186300000,1767186359999,DOGE,1m,0.12304,0.12306,0.12306,0.12304,1660.0,2
2025-12-31 13:06:00,1767186360000,1767186419999,DOGE,1m,0.12296,0.12295,0.12296,0.12293,27239.0,5
2025-12-31 13:07:00,1767186420000,1767186479999,DOGE,1m,0.12298,0.12298,0.12298,0.12298,187.0,1
2025-12-31 13:08:00,1767186480000,1767186539999,DOGE,1m,0.12294,0.12294,0.12294,0.12294,129.0,1
2025-12-31 13:09:00,1767186540000,1767186599999,DOGE,1m,0.12294,0.12298,0.12298,0.12294,705.0,3
2025-12-31 13:10:00,1767186600000,1767186659999,DOGE,1m,0.12298,0.12298,0.12298,0.12298,1230.0,1
2025-12-31 13:11:00,1767186660000,1767186719999,DOGE,1m,0.12298,0.12298,0.12298,0.12298,920.0,2
2025-12-31 13:12:00,1767186720000,1767186779999,DOGE,1m,0.12296,0.12296,0.12296,0.12296,239.0,1
2025-12-31 13:13:00,1767186780000,1767186839999,DOGE,1m,0.12296,0.12296,0.12296,0.12296,155.0,1
2025-12-31 13:14:00,1767186840000,1767186899999,DOGE,1m,0.12297,0.12297,0.12297,0.12297,142.0,1
2025-12-31 13:15:00,1767186900000,1767186959999,DOGE,1m,0.12297,0.12297,0.12297,0.12297,144.0,1
2025-12-31 13:16:00,1767186960000,1767187019999,DOGE,1m,0.12296,0.123,0.123,0.12296,736.0,2
2025-12-31 13:17:00,1767187020000,1767187079999,DOGE,1m,0.12301,0.12302,0.12302,0.12301,16441.0,3
2025-12-31 13:18:00,1767187080000,1767187139999,DOGE,1m,0.12299,0.12299,0.12299,0.12299,920.0,1
2025-12-31 13:19:00,1767187140000,1767187199999,DOGE,1m,0.12305,0.12305,0.12305,0.12305,1684.0,2
2025-12-31 13:20:00,1767187200000,1767187259999,DOGE,1m,0.12307,0.12315,0.12315,0.12307,1085.0,5
2025-12-31 13:21:00,1767187260000,1767187319999,DOGE,1m,0.12314,0.12316,0.12316,0.12314,146865.0,8
2025-12-31 13:22:00,1767187320000,1767187379999,DOGE,1m,0.12318,0.12319,0.12319,0.12318,376.0,2
2025-12-31 13:23:00,1767187380000,1767187439999,DOGE,1m,0.12318,0.12314,0.12318,0.12314,38287.0,21
2025-12-31 13:24:00,1767187440000,1767187499999,DOGE,1m,0.12316,0.12316,0.12316,0.12316,158.0,1
2025-12-31 13:25:00,1767187500000,1767187559999,DOGE,1m,0.12317,0.12317,0.12317,0.12317,147.0,1
2025-12-31 13:26:00,1767187560000,1767187619999,DOGE,1m,0.12317,0.12317,0.12317,0.12316,897.0,5
2025-12-31 13:27:00,1767187620000,1767187679999,DOGE,1m,0.12317,0.12319,0.12319,0.12317,3402.0,4
2025-12-31 13:28:00,1767187680000,1767187739999,DOGE,1m,0.1232,0.12314,0.1232,0.12314,5071.0,2
2025-12-31 13:29:00,1767187740000,1767187799999,DOGE,1m,0.12312,0.12312,0.12312,0.12312,147.0,1
2025-12-31 13:30:00,1767187800000,1767187859999,DOGE,1m,0.12306,0.12288,0.12306,0.12288,17951.0,7
2025-12-31 13:31:00,1767187860000,1767187919999,DOGE,1m,0.12292,0.12293,0.12293,0.12292,7527.0,3
2025-12-31 13:32:00,1767187920000,1767187979999,DOGE,1m,0.12296,0.12299,0.12299,0.12296,3298.0,8
2025-12-31 13:33:00,1767187980000,1767188039999,DOGE,1m,0.12303,0.12303,0.12303,0.12303,813.0,1
2025-12-31 13:34:00,1767188040000,1767188099999,DOGE,1m,0.12303,0.12303,0.12303,0.12303,0.0,0
2025-12-31 13:35:00,1767188100000,1767188159999,DOGE,1m,0.12296,0.12297,0.12298,0.12296,429.0,3
2025-12-31 13:36:00,1767188160000,1767188219999,DOGE,1m,0.12294,0.12293,0.12294,0.12293,937.0,2
2025-12-31 13:37:00,1767188220000,1767188279999,DOGE,1m,0.12292,0.12292,0.12292,0.12292,210.0,1
2025-12-31 13:38:00,1767188280000,1767188339999,DOGE,1m,0.12291,0.12291,0.12291,0.12291,2904.0,1
2025-12-31 13:39:00,1767188340000,1767188399999,DOGE,1m,0.12287,0.12285,0.12287,0.12285,19270.0,3
2025-12-31 13:40:00,1767188400000,1767188459999,DOGE,1m,0.12293,0.12293,0.12293,0.12293,13446.0,4
2025-12-31 13:41:00,1767188460000,1767188519999,DOGE,1m,0.12286,0.12286,0.12286,0.12286,293.0,1
2025-12-31 13:42:00,1767188520000,1767188579999,DOGE,1m,0.12292,0.12292,0.12292,0.12292,82.0,1
2025-12-31 13:43:00,1767188580000,1767188639999,DOGE,1m,0.12295,0.12295,0.12295,0.12295,278.0,2
2025-12-31 13:44:00,1767188640000,1767188699999,DOGE,1m,0.12293,0.12292,0.12293,0.12292,427.0,2
2025-12-31 13:45:00,1767188700000,1767188759999,DOGE,1m,0.12293,0.12293,0.12293,0.12293,137.0,1
2025-12-31 13:46:00,1767188760000,1767188819999,DOGE,1m,0.12297,0.12301,0.12301,0.12297,40956.0,8
2025-12-31 13:47:00,1767188820000,1767188879999,DOGE,1m,0.12298,0.12298,0.12298,0.12298,233.0,1
2025-12-31 13:48:00,1767188880000,1767188939999,DOGE,1m,0.12296,0.12299,0.12299,0.12296,436.0,3
2025-12-31 13:49:00,1767188940000,1767188999999,DOGE,1m,0.12301,0.12301,0.12301,0.12301,516.0,2
2025-12-31 13:50:00,1767189000000,1767189059999,DOGE,1m,0.12302,0.12304,0.12304,0.12302,9054.0,3
2025-12-31 13:51:00,1767189060000,1767189119999,DOGE,1m,0.12304,0.12304,0.12304,0.12304,95327.0,3
2025-12-31 13:52:00,1767189120000,1767189179999,DOGE,1m,0.12317,0.12321,0.12321,0.12317,320.0,2
2025-12-31 13:53:00,1767189180000,1767189239999,DOGE,1m,0.12321,0.12323,0.12323,0.12321,4961.0,4
2025-12-31 13:54:00,1767189240000,1767189299999,DOGE,1m,0.12315,0.12315,0.12315,0.12315,29344.0,3
2025-12-31 13:55:00,1767189300000,1767189359999,DOGE,1m,0.12309,0.12309,0.12309,0.12309,138.0,1
2025-12-31 13:56:00,1767189360000,1767189419999,DOGE,1m,0.12309,0.12309,0.12309,0.12309,0.0,0
2025-12-31 13:57:00,1767189420000,1767189479999,DOGE,1m,0.12308,0.12313,0.12313,0.12308,11613.0,3
2025-12-31 13:58:00,1767189480000,1767189539999,DOGE,1m,0.12313,0.1231,0.12313,0.12308,11421.0,4
2025-12-31 13:59:00,1767189540000,1767189599999,DOGE,1m,0.12309,0.12314,0.12314,0.12309,8920.0,2
2025-12-31 14:00:00,1767189600000,1767189659999,DOGE,1m,0.12312,0.12315,0.12315,0.12312,33207.0,7
2025-12-31 14:01:00,1767189660000,1767189719999,DOGE,1m,0.12313,0.12316,0.12317,0.12313,91333.0,19
2025-12-31 14:02:00,1767189720000,1767189779999,DOGE,1m,0.12314,0.12319,0.12319,0.12314,53766.0,10
2025-12-31 14:03:00,1767189780000,1767189839999,DOGE,1m,0.12317,0.12318,0.1232,0.12317,45945.0,11
2025-12-31 14:04:00,1767189840000,1767189899999,DOGE,1m,0.12319,0.1232,0.1232,0.12319,55924.0,6
2025-12-31 14:05:00,1767189900000,1767189959999,DOGE,1m,0.12319,0.12318,0.1232,0.12318,50462.0,4
2025-12-31 14:06:00,1767189960000,1767190019999,DOGE,1m,0.12318,0.12319,0.12319,0.12318,9771.0,4
2025-12-31 14:07:00,1767190020000,1767190079999,DOGE,1m,0.12314,0.12303,0.12314,0.12303,8921.0,4
2025-12-31 14:08:00,1767190080000,1767190139999,DOGE,1m,0.12311,0.12354,0.12354,0.12311,67492.0,12
2025-12-31 14:09:00,1767190140000,1767190199999,DOGE,1m,0.12345,0.12352,0.12369,0.12345,55635.0,17
2025-12-31 14:10:00,1767190200000,1767190259999,DOGE,1m,0.1235,0.12336,0.1235,0.12336,29770.0,9
2025-12-31 14:11:00,1767190260000,1767190319999,DOGE,1m,0.12335,0.1234,0.12341,0.12335,20824.0,5
2025-12-31 14:12:00,1767190320000,1767190379999,DOGE,1m,0.12339,0.12343,0.12343,0.12339,13383.0,4
2025-12-31 14:13:00,1767190380000,1767190439999,DOGE,1m,0.12342,0.12352,0.12352,0.12342,10790.0,5
2025-12-31 14:14:00,1767190440000,1767190499999,DOGE,1m,0.12352,0.12343,0.12352,0.12343,12435.0,6
2025-12-31 14:15:00,1767190500000,1767190559999,DOGE,1m,0.12344,0.12343,0.12344,0.12343,8921.0,2
2025-12-31 14:16:00,1767190560000,1767190619999,DOGE,1m,0.12332,0.12326,0.12332,0.12326,33853.0,5
2025-12-31 14:17:00,1767190620000,1767190679999,DOGE,1m,0.12333,0.12332,0.12341,0.12332,35984.0,8
2025-12-31 14:18:00,1767190680000,1767190739999,DOGE,1m,0.1233,0.12336,0.12336,0.1233,34166.0,10
2025-12-31 14:19:00,1767190740000,1767190799999,DOGE,1m,0.12336,0.12331,0.12336,0.12331,9042.0,3
2025-12-31 14:20:00,1767190800000,1767190859999,DOGE,1m,0.1233,0.12333,0.12333,0.1233,10095.0,3
2025-12-31 14:21:00,1767190860000,1767190919999,DOGE,1m,0.12325,0.12325,0.12325,0.12325,8921.0,2
2025-12-31 14:22:00,1767190920000,1767190979999,DOGE,1m,0.12327,0.12324,0.12327,0.12324,27737.0,4
2025-12-31 14:23:00,1767190980000,1767191039999,DOGE,1m,0.12324,0.12322,0.12324,0.12322,8920.0,2
2025-12-31 14:24:00,1767191040000,1767191099999,DOGE,1m,0.12321,0.12324,0.12324,0.12321,16987.0,3
2025-12-31 14:25:00,1767191100000,1767191159999,DOGE,1m,0.12328,0.12329,0.12329,0.12328,9150.0,3
2025-12-31 14:26:00,1767191160000,1767191219999,DOGE,1m,0.1233,0.12328,0.1233,0.12328,8920.0,3
2025-12-31 14:27:00,1767191220000,1767191279999,DOGE,1m,0.12329,0.12329,0.12329,0.12329,4461.0,2
2025-12-31 14:28:00,1767191280000,1767191339999,DOGE,1m,0.12326,0.12326,0.12326,0.12326,159.0,1
2025-12-31 14:29:00,1767191340000,1767191399999,DOGE,1m,0.12323,0.12323,0.12323,0.12323,518.0,1
2025-12-31 14:30:00,1767191400000,1767191459999,DOGE,1m,0.12313,0.12319,0.12319,0.12312,2164.0,3
2025-12-31 14:31:00,1767191460000,1767191519999,DOGE,1m,0.12321,0.12307,0.12325,0.12307,13062.0,4
2025-12-31 14:32:00,1767191520000,1767191579999,DOGE,1m,0.12302,0.12321,0.12322,0.12302,12636.0,7
2025-12-31 14:33:00,1767191580000,1767191639999,DOGE,1m,0.12313,0.12311,0.12314,0.1231,14511.0,5
2025-12-31 14:34:00,1767191640000,1767191699999,DOGE,1m,0.12303,0.12298,0.12303,0.12298,4967.0,2
2025-12-31 14:35:00,1767191700000,1767191759999,DOGE,1m,0.12307,0.12317,0.12317,0.12307,4377.0,2
2025-12-31 14:36:00,1767191760000,1767191819999,DOGE,1m,0.12293,0.12296,0.12296,0.12293,5535.0,6
2025-12-31 14:37:00,1767191820000,1767191879999,DOGE,1m,0.12291,0.12291,0.12291,0.12291,6808.0,4
2025-12-31 14:38:00,1767191880000,1767191939999,DOGE,1m,0.12293,0.12303,0.12303,0.12293,9484.0,4
2025-12-31 14:39:00,1767191940000,1767191999999,DOGE,1m,0.12306,0.12303,0.12306,0.12303,20493.0,11
2025-12-31 14:40:00,1767192000000,1767192059999,DOGE,1m,0.12301,0.12303,0.12303,0.12301,4660.0,3
2025-12-31 14:41:00,1767192060000,1767192119999,DOGE,1m,0.12297,0.12295,0.12299,0.12294,4329.0,4
2025-12-31 14:42:00,1767192120000,1767192179999,DOGE,1m,0.12301,0.123,0.12301,0.123,8935.0,6
2025-12-31 14:43:00,1767192180000,1767192239999,DOGE,1m,0.12305,0.12297,0.12305,0.12296,10201.0,4
2025-12-31 14:44:00,1767192240000,1767192299999,DOGE,1m,0.12304,0.12306,0.12306,0.12304,5450.0,3
