timestamp,open,high,low,close,volume
2025-11-11 15:00:00,104552.0,104552.0,103909.0,103960.0,493.6669
2025-11-11 15:15:00,103959.0,104245.0,103664.0,103674.0,407.30426
2025-11-11 15:30:00,103674.0,103697.0,103355.0,103511.0,1160.30331
2025-11-11 15:45:00,103510.0,103561.0,103163.0,103455.0,998.94653
2025-11-11 16:00:00,103455.0,103585.0,103184.0,103538.0,572.19168
2025-11-11 16:15:00,103538.0,103730.0,103350.0,103413.0,282.00142
2025-11-11 16:30:00,103413.0,103594.0,103264.0,103497.0,261.82536
2025-11-11 16:45:00,103499.0,103640.0,103324.0,103391.0,226.7282
2025-11-11 17:00:00,103391.0,103636.0,103260.0,103570.0,334.76567
2025-11-11 17:15:00,103568.0,103626.0,103350.0,103392.0,150.8059
2025-11-11 17:30:00,103392.0,103450.0,102794.0,102964.0,1537.80751
2025-11-11 17:45:00,102965.0,103383.0,102889.0,103313.0,458.54855
2025-11-11 18:00:00,103313.0,103550.0,103127.0,103217.0,341.78453
2025-11-11 18:15:00,103218.0,103378.0,103037.0,103281.0,349.20634
2025-11-11 18:30:00,103282.0,103419.0,103109.0,103143.0,349.05549
2025-11-11 18:45:00,103142.0,103511.0,103131.0,103380.0,249.63035
2025-11-11 19:00:00,103377.0,103377.0,102880.0,103071.0,796.43355
2025-11-11 19:15:00,103071.0,103429.0,103071.0,103393.0,210.61792
2025-11-11 19:30:00,103393.0,103441.0,103116.0,103166.0,227.61909
2025-11-11 19:45:00,103166.0,103376.0,103052.0,103095.0,171.37411
2025-11-11 20:00:00,103096.0,103096.0,102745.0,102982.0,598.3267
2025-11-11 20:15:00,102983.0,103201.0,102908.0,102917.0,244.30089
2025-11-11 20:30:00,102916.0,102916.0,102705.0,102802.0,425.59511
2025-11-11 20:45:00,102802.0,102878.0,102638.0,102765.0,186.3681
2025-11-11 21:00:00,102766.0,103088.0,102617.0,102946.0,394.16777
2025-11-11 21:15:00,102945.0,103045.0,102747.0,102754.0,179.42964
2025-11-11 21:30:00,102754.0,102767.0,102456.0,102527.0,538.74841
2025-11-11 21:45:00,102528.0,102811.0,102455.0,102611.0,345.14323
2025-11-11 22:00:00,102610.0,102826.0,102454.0,102754.0,357.05435
2025-11-11 22:15:00,102754.0,103000.0,102576.0,102928.0,350.33712
2025-11-11 22:30:00,102929.0,103056.0,102850.0,103015.0,194.56603
2025-11-11 22:45:00,103015.0,103121.0,102911.0,102975.0,78.04984
2025-11-11 23:00:00,102975.0,102994.0,102798.0,102977.0,302.3257
2025-11-11 23:15:00,102977.0,103181.0,102970.0,103098.0,572.74387
2025-11-11 23:30:00,103098.0,103098.0,102773.0,102971.0,548.7607
2025-11-11 23:45:00,102971.0,103098.0,102815.0,103034.0,521.80572
2025-11-12 00:00:00,103033.0,103309.0,102791.0,102898.0,447.26584
2025-11-12 00:15:00,102898.0,103182.0,102866.0,103051.0,184.87845
2025-11-12 00:30:00,103049.0,103059.0,102831.0,102963.0,133.09934
2025-11-12 00:45:00,102963.0,103041.0,102810.0,102865.0,95.95546
2025-11-12 01:00:00,102865.0,103219.0,102642.0,103145.0,540.36294
2025-11-12 01:15:00,103145.0,103263.0,103002.0,103128.0,130.32243
2025-11-12 01:30:00,103129.0,103267.0,103097.0,103160.0,165.7656
2025-11-12 01:45:00,103160.0,103356.0,103135.0,103229.0,389.95606
2025-11-12 02:00:00,103229.0,103350.0,103168.0,103306.0,103.21411
2025-11-12 02:15:00,103306.0,103389.0,103181.0,103282.0,112.32619
2025-11-12 02:30:00,103281.0,103294.0,102912.0,103012.0,338.19854
2025-11-12 02:45:00,103013.0,103227.0,102950.0,103125.0,186.45073
2025-11-12 03:00:00,103124.0,103233.0,103069.0,103190.0,51.85619
2025-11-12 03:15:00,103190.0,103364.0,103167.0,103297.0,146.54682
2025-11-12 03:30:00,103300.0,103361.0,103268.0,103323.0,45.88062
2025-11-12 03:45:00,103323.0,103439.0,103244.0,103295.0,250.76347
2025-11-12 04:00:00,103295.0,103428.0,103211.0,103428.0,71.23595
