Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_ta_wrapper(rsi,C,14)","Exit_ta_wrapper(rsi,C,14)","Entry_ta_wrapper(ema,C,20)","Exit_ta_wrapper(ema,C,20)","Entry_ta_atr_wr…(H,L,C,14)","Exit_ta_atr_wr…(H,L,C,14)","Entry_ta_adx_wr…(H,L,C,14)","Exit_ta_adx_wr…(H,L,C,14)"
14,11777,11779,71160.02,70703.1604885689,70703.1604885689,72013.65064314463,-8382.117686875405,1986.0845268399648,-0.00841375103491636,2024-10-31 14:15:00,2024-10-31 14:45:00,0 days 00:30:00,,16.64555466511832,14.396902843923367,71915.39820094038,71714.5214751462,241.39905887872598,255.68653546175926,25.36495501894559,32.05862982268143
