Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_ta_wrapper(ema,C,10)","Exit_ta_wrapper(ema,C,10)","Entry_ta_wrapper(ema,C,70)","Exit_ta_wrapper(ema,C,70)","Entry_ta_adx_wr…(H,L,C,14)","Exit_ta_adx_wr…(H,L,C,14)","Entry_ta_atr_wr…(H,L,C,14)","Exit_ta_atr_wr…(H,L,C,14)"
18,3433,3443,54948.02,53402.405233677775,53402.405233677775,57524.044610537036,-29771.373448006194,1950.3076542062,-0.030100542140661272,2024-08-05 16:15:00,2024-08-05 18:45:00,0 days 02:30:00,,54061.952736097766,53957.367279007514,53777.47396468225,53868.38433471553,42.91021002623849,32.67065278390752,1022.3984267709002,818.4373734582462
10,13060,13122,89715.12,91747.29684601483,88495.8138923911,91747.29684601483,18507.144291688157,1814.6241684601482,0.020628790656121568,2024-11-13 23:00:00,2024-11-14 14:30:00,0 days 15:30:00,,89642.10915830931,90821.94903758119,89643.7512595481,90452.9345620472,35.497647593244395,13.414615938647456,789.4399713769351,605.761145559395
