Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_ta_wrapper(rsi,C,14)","Exit_ta_wrapper(rsi,C,14)","Entry_ta_adx_wr…(H,L,C,14)","Exit_ta_adx_wr…(H,L,C,14)","Entry_ta_atr_wr…(H,L,C,14)","Exit_ta_atr_wr…(H,L,C,14)"
14,11777,11783,71160.02,70530.83024428444,70530.83024428444,71845.30926714666,-10792.328483437832,1983.6719034199823,-0.010833057747311515,2024-10-31 14:15:00,2024-10-31 15:45:00,0 days 01:30:00,,16.64555466511832,17.650089350420817,25.36495501894559,39.77133714548259,241.39905887872598,273.83237919937784
