Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_ta_wrapper(ema,C,9)","Exit_ta_wrapper(ema,C,9)","Entry_ta_wrapper(ema,C,21)","Exit_ta_wrapper(ema,C,21)","Entry_ta_wrapper(rsi,C,14)","Exit_ta_wrapper(rsi,C,14)","Entry_ta_wrapper(sma,V,20)","Exit_ta_wrapper(sma,V,20)","Entry_ta_atr_wr…(H,L,C,14)","Exit_ta_atr_wr…(H,L,C,14)"
14,8625,8635,65793.86,65677.83772835443,65677.83772835443,65967.89340746836,-3464.9155712350193,1840.603768196962,-0.0037616575372523713,2024-09-28 18:15:00,2024-09-28 20:45:00,0 days 02:30:00,,65680.59958738988,65714.9145685501,65659.30601443377,65699.06150408475,56.733305300160666,45.57787034811529,110.16560449999997,99.143289,93.57056734479201,68.48894545292869
15,9134,9159,61076.0,61467.89928061113,60814.717146259245,61467.89928061113,4040.330719957743,1838.1584892091669,0.004410167354288412,2024-10-04 01:30:00,2024-10-04 07:45:00,0 days 06:15:00,,60811.23435977347,61272.786509480655,60773.407543518355,61158.7825667107,60.69952990075632,65.75917850144178,137.79219600000002,134.471703,220.42256539462957,151.0986535572337
14,9473,9473,63909.82,64306.16324466063,63645.574503559576,64306.16324466063,3753.7816598235877,1795.0237654252487,0.004195400040494098,2024-10-07 14:15:00,2024-10-07 14:15:00,0 days 00:00:00,,63479.12606365856,63479.12606365856,63311.564361416284,63311.564361416284,73.64077194660715,73.64077194660715,404.9876975000001,404.9876975000001,250.81008653127878,250.81008653127878
15,9615,9620,62429.11,62234.62552518899,62234.62552518899,62720.86171221652,-4787.2231550430115,1869.9560328778348,-0.005112169792845102,2024-10-09 01:45:00,2024-10-09 03:00:00,0 days 01:15:00,,62287.68165336487,62285.65702817462,62263.879791292275,62273.7854234325,56.6131777111629,48.2004822394773,127.69847550000001,124.35733050000002,161.856676937094,146.74706100881443
14,10102,10102,63330.0,63651.987075618665,63115.34194958756,63651.987075618665,2730.0712396026443,1777.7478190586612,0.003079189776457423,2024-10-14 03:30:00,2024-10-14 03:30:00,0 days 00:00:00,,63034.19829944272,63034.19829944272,62848.148757858224,62848.148757858224,79.31380139801895,79.31380139801895,221.57258050000002,221.57258050000002,232.30730091439,232.30730091439
14,10315,10320,67214.4,67572.02575583023,66975.98282944651,67572.02575583023,3119.750621041616,1887.009960581623,0.0033153510270775926,2024-10-16 08:45:00,2024-10-16 10:00:00,0 days 01:15:00,,67081.39841602139,67313.4271065619,67071.98979436024,67196.67518975992,52.59434044255392,67.24329263176236,210.47184300000004,250.13012100000003,194.35376292829136,194.51735755365056
13,10379,10379,67897.99,67701.68126733616,67701.68126733616,68192.47809899577,-4314.809251105404,1762.79572647537,-0.004888339167789539,2024-10-17 00:45:00,2024-10-17 00:45:00,0 days 00:00:00,,67736.11752568961,67736.11752568961,67731.48599617061,67731.48599617061,49.0615621737904,49.0615621737904,110.41296200000002,110.41296200000002,167.97401932320915,167.97401932320915
13,10384,10385,67893.98,67679.17255666731,67679.17255666731,68216.19116499902,-4554.947746561564,1762.4509832366753,-0.005160701963404547,2024-10-17 02:00:00,2024-10-17 02:15:00,0 days 00:15:00,,67720.50451081798,67688.40560865439,67722.51577343239,67707.74252130216,48.49429343353902,44.28815615715214,124.432779,129.5630815,182.25433115028795,181.6647360681245
13,10439,10442,67471.19,67152.87021780806,67152.87021780806,67948.6446732879,-5888.269951326799,1750.1127828315048,-0.00671314441630204,2024-10-17 15:45:00,2024-10-17 16:30:00,0 days 00:45:00,,67252.33985978669,67292.06648821078,67176.6586143707,67215.33123544004,64.30940299419015,54.908690656053516,429.43930900000004,430.145773,262.2661409818565,261.2013380966259
13,10465,10477,67334.0,67681.49473908187,67102.32017394542,67681.49473908187,2762.230176456254,1755.2014316080645,0.0031556010981493455,2024-10-17 22:15:00,2024-10-18 01:15:00,0 days 03:00:00,,67142.3669114849,67413.01983489793,67107.58532580237,67312.21104220967,58.15079125537055,65.17527126468579,215.051487,166.09653450000002,187.2918892089015,181.17762844818233
13,10517,10518,68019.99,67836.15837956594,67836.15837956594,68295.7374306511,-4155.940994577219,1766.1299289343574,-0.00469990908280986,2024-10-18 11:15:00,2024-10-18 11:30:00,0 days 00:15:00,,67900.06486105121,67874.85388884097,67897.70182953593,67886.45711775994,48.47422284979516,45.509086384961485,266.160533,265.0325305,155.71780152636344,153.54295856019493
13,10527,10527,68181.08,67982.0667954163,67982.0667954163,68479.62480687557,-4357.292567928629,1770.120908340412,-0.004915973043828681,2024-10-18 13:45:00,2024-10-18 13:45:00,0 days 00:00:00,,67935.11854921542,67935.11854921542,67888.87364847817,67888.87364847817,62.978848648729205,62.978848648729205,238.53235300000003,238.53235300000003,178.55105116596687,178.55105116596687
13,10581,10583,68605.99,68465.37191588775,68465.37191588775,68816.94212616837,-3609.962798365856,1781.9277049065408,-0.004047597681020875,2024-10-19 03:15:00,2024-10-19 03:45:00,0 days 00:30:00,,68471.6113975713,68473.11489444564,68445.45343096553,68451.03762889713,55.4615596240213,50.097476437958385,86.2279795,84.20252599999999,120.11649365828465,113.63437463392901
13,10692,10715,68400.01,68324.66262185024,68324.66262185024,68513.03106722463,-2756.9366600309277,1777.420744084053,-0.0031004681252475193,2024-10-20 07:00:00,2024-10-20 12:45:00,0 days 05:45:00,,68289.66844951456,68382.26022835106,68254.4496649921,68381.51507350453,65.82387417499196,38.09761281605955,67.3893565,75.1427285,63.26166166350046,51.341925941134384
13,10720,10720,68451.85,68570.70539661206,68372.6130689253,68570.70539661206,-236.1730641992733,1781.2932201559568,-0.000265400552133472,2024-10-20 14:00:00,2024-10-20 14:00:00,0 days 00:00:00,,68419.39028922611,68419.39028922611,68394.70886955343,68394.70886955343,68.0945381845967,68.0945381845967,103.44030850000001,103.44030850000001,76.61143476018509,76.61143476018509
13,10840,10852,67763.99,67481.74472666778,67481.74472666778,68184.88290999834,-5427.383104765645,1758.1945514466813,-0.006160956697781447,2024-10-21 20:00:00,2024-10-21 23:00:00,0 days 03:00:00,,67548.16445950515,67708.02245664354,67512.95330792628,67665.55141056205,53.54560756606283,46.096786779765054,375.81127349999997,190.04539799999998,229.7765805547005,186.44831164533025
13,10915,10920,67452.05,67102.85231008052,67102.85231008052,67975.8215348792,-6288.783698984354,1749.213730031047,-0.007171799704079688,2024-10-22 14:45:00,2024-10-22 16:00:00,0 days 01:15:00,,67264.28613149485,67288.78638036826,67221.27966137178,67255.91523056162,57.62081430354816,48.81838877041082,378.6172995,359.338673,294.9669029138797,288.4470419758197
13,11350,11378,67189.99,67092.74273043733,67092.74273043733,67335.88590434402,-3009.8900298105045,1745.6755254956854,-0.0034459002344414493,2024-10-27 03:30:00,2024-10-27 10:30:00,0 days 07:00:00,,67101.43865868218,67144.5654642753,67089.71443564644,67159.44609112867,59.07983789008439,41.865254391622756,55.4414825,54.108113,80.25717287587831,56.51932254975112
