Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_ta_wrapper(ema,C,9)","Exit_ta_wrapper(ema,C,9)","Entry_ta_wrapper(ema,C,21)","Exit_ta_wrapper(ema,C,21)","Entry_ta_wrapper(rsi,C,14)","Exit_ta_wrapper(rsi,C,14)","Entry_ta_wrapper(sma,V,20)","Exit_ta_wrapper(sma,V,20)","Entry_ta_atr_wr…(H,L,C,14)","Exit_ta_atr_wr…(H,L,C,14)"
13,11386,11386,67369.66,67492.56039199105,67287.70973867262,67492.56039199105,-155.5037692122794,1753.2088650958838,-0.00017755512497672236,2024-10-27 12:30:00,2024-10-27 12:30:00,0 days 00:00:00,,67230.51412292289,67230.51412292289,67189.31167452944,67189.31167452944,69.39852271803545,69.39852271803545,79.10754150000001,79.10754150000001,72.71686888427509,72.71686888427509
12,11647,11654,72479.98,72264.3234519178,72264.3234519178,72803.43982212333,-4324.810218409447,1736.9316414230136,-0.004972419301635014,2024-10-30 05:45:00,2024-10-30 07:30:00,0 days 01:45:00,,72409.11678784231,72352.68882600973,72392.49676786747,72375.02186461411,55.1157111918909,42.9635159510186,210.102445,190.3242225,176.7414955398097,158.93098536127926
12,11706,11707,72303.16,72820.54946019246,71958.2503598717,72820.54946019246,4467.189008787149,1741.4845135223095,0.00514867885072052,2024-10-30 20:30:00,2024-10-30 20:45:00,0 days 00:15:00,,72094.4914310792,72247.02114486336,72042.96302693804,72116.97911539822,61.14103078948917,68.28889425831468,302.00165450000003,330.466268,290.11995962309163,299.47067679287073
12,11751,11753,72443.96,72283.97024362432,72283.97024362432,72683.94463456352,-3656.612239431678,1736.735162923492,-0.004206253863252453,2024-10-31 07:45:00,2024-10-31 08:15:00,0 days 00:30:00,,72338.65769708775,72312.10292613617,72325.13396489693,72315.18600404705,56.04972953468084,44.723109509336595,144.201345,146.84224450000002,128.6573114811795,131.8116614302007
12,12298,12298,70319.98,70977.33051246755,69881.74632502162,70977.33051246755,6192.63842346108,1695.5677261496107,0.007338642615585101,2024-11-06 00:30:00,2024-11-06 00:30:00,0 days 00:00:00,,69995.93885674802,69995.93885674802,69764.52994578349,69764.52994578349,72.70143444701657,72.70143444701657,533.4105935,533.4105935,404.1986770665993,404.1986770665993
12,12398,12402,75536.0,75181.86579280568,75181.86579280568,76067.20131079147,-6058.22487584553,1808.6143895136681,-0.006683595543676243,2024-11-07 01:30:00,2024-11-07 02:30:00,0 days 01:00:00,,75452.06146095725,75328.6311744081,75456.68841679805,75392.45375438701,49.86536877805451,43.17138197495641,494.3012190500001,401.22363000000007,319.0631365194111,289.87630992635616
12,12453,12454,75225.01,75685.1751530596,74918.23323129359,75685.1751530596,3711.0596148784743,1810.922221836715,0.004111065826465582,2024-11-07 15:15:00,2024-11-07 15:30:00,0 days 00:15:00,,74989.81331448178,75124.64465158543,74933.66534043812,75000.05667312555,63.74656404193848,68.61905380208226,348.3384485,375.7072665,255.52392816566805,276.8886475824054
11,12511,12516,76037.56,75800.20112459005,75800.20112459005,76393.57331311492,-4281.1630018799115,1670.2153723704905,-0.005118478769367894,2024-11-08 05:45:00,2024-11-08 07:00:00,0 days 01:15:00,,75939.17245181218,75886.31002580983,75925.22226362467,75905.15225215904,52.1664747427674,42.05269385900945,230.060061,204.18388900000005,191.66282025769635,174.52406410264538
11,12519,12520,76100.0,75876.02065204072,75876.02065204072,76435.9940219389,-4135.509054724497,1671.736227172448,-0.0049402807964693644,2024-11-08 07:45:00,2024-11-08 08:00:00,0 days 00:15:00,,75987.18313321465,75958.63050657173,75950.32354782797,75940.69595257087,59.0800344586097,46.49096969297976,300.1001225,290.881403,183.18651925419508,195.5681964503239
11,12544,12544,76268.13,76055.90894707057,76055.90894707057,76586.46157939416,-4009.996010641604,1675.5644284177763,-0.004779782746430405,2024-11-08 14:00:00,2024-11-08 14:00:00,0 days 00:00:00,,76045.00250483488,76045.00250483488,76020.85167463553,76020.85167463553,50.926305416942355,50.926305416942355,239.3971855,239.3971855,183.77724333825444,183.77724333825444
11,12550,12551,76399.21,76091.4072198843,76091.4072198843,76860.91417017356,-5063.227370691432,1677.3967894187274,-0.006024844986428318,2024-11-08 15:30:00,2024-11-08 15:45:00,0 days 00:15:00,,76079.28105022745,76148.96884018197,76035.57025528645,76071.22023207859,56.95315788493597,59.88544582334447,457.5402605,498.36778849999996,261.0807227085821,280.5835282293973
11,12607,12610,76590.0,76421.23777072002,76421.23777072002,76843.14334391996,-3539.508137557687,1683.1236154779203,-0.004201246468869282,2024-11-09 05:45:00,2024-11-09 06:30:00,0 days 00:45:00,,76444.10000509964,76513.99400261103,76417.12230317619,76461.80271463275,57.79099342459757,51.35759698914458,140.2015595,160.522788,140.61696313331285,155.43874562823936
11,12661,12662,76497.99,76328.01991149914,76328.01991149914,76752.97013275129,-3550.757082535997,1681.0861090264907,-0.004219667711692365,2024-11-09 19:15:00,2024-11-09 19:30:00,0 days 00:15:00,,76302.22064667393,76267.02451733914,76275.37763213397,76261.81966557633,53.75958161286417,43.69938435905269,224.94168400000004,223.00840200000005,144.53221133995194,151.79491052995584
10,12770,12771,80849.72,80272.70313692754,80272.70313692754,81715.27029460868,-7381.392862093931,1611.2242313692755,-0.009129769233701684,2024-11-10 22:30:00,2024-11-10 22:45:00,0 days 00:15:00,,80037.19427273118,80152.55741818495,79909.11062403522,79973.19238548656,57.90813236649069,60.25676103071625,900.2714303,848.5244333499999,502.36316785368365,509.68079872127754
10,12809,12816,81224.0,81835.32401604063,80816.45065597292,81835.32401604063,4482.64692024587,1630.5932401604064,0.005518869940222047,2024-11-11 08:15:00,2024-11-11 10:00:00,0 days 01:45:00,,81040.85064029713,81509.92229620006,81017.27329877284,81283.69246084042,52.13428817744364,70.02966030919818,396.69429675,480.29372010000003,331.87270668762227,319.71845337580675
9,13096,13111,90769.42,91601.2402309411,90214.8731793726,91601.2402309411,5845.046136391421,1641.33594207847,0.007154937981427639,2024-11-14 08:00:00,2024-11-14 11:45:00,0 days 03:45:00,,90294.42337283486,91092.01071893328,90080.74450063347,90805.96620923275,67.31859999534885,62.666088755488126,411.02762950000005,510.97549200000003,487.55218262834524,506.0382565678873
9,13197,13206,88805.08,89551.30378159032,88307.59747893979,89551.30378159032,5110.806580278575,1605.2074540343128,0.006394537314855569,2024-11-15 09:15:00,2024-11-15 11:30:00,0 days 02:15:00,,88293.18326351662,89165.59313293893,88088.80995472224,88771.03744332466,67.0128279696509,65.35524352334727,442.7211295000001,435.904972,433.76599843945235,371.26350601544027
9,13292,13301,91425.98,91145.04381036722,91145.04381036722,91847.38428444917,-4171.564920988285,1643.139214293305,-0.0050697538428698015,2024-11-16 09:00:00,2024-11-16 11:15:00,0 days 02:15:00,,91290.42216941391,91340.5710249876,91268.79424713294,91316.68898193134,55.51207240781641,47.442257258493626,193.91401900000002,227.53356000000002,226.17395626346269,211.18997212806008
9,13511,13515,91887.98,91180.09553591101,91180.09553591101,92949.83169613351,-8018.572856624086,1647.612679823199,-0.00969607275755651,2024-11-18 15:45:00,2024-11-18 16:45:00,0 days 01:00:00,,91046.52121561934,91445.40446591769,90844.87470645439,91134.45964650935,65.93252541721282,53.83037908547613,797.6867540000002,804.358146,610.2040495926817,603.8743336218395
9,13532,13540,91473.43,90711.30586303608,90711.30586303608,92616.59120544589,-8498.77985544258,1639.6626227673246,-0.010323313259675025,2024-11-18 21:00:00,2024-11-18 23:00:00,0 days 02:00:00,,91222.7707886961,91217.33930951168,91074.16110303285,91175.86098656464,60.0484546383451,46.838745340471085,653.043894,509.60156,634.7911774125635,507.00195585916396
9,13584,13593,91694.37,92265.32849110352,91313.74767259766,92265.32849110352,3482.9891335117477,1655.6372864199316,0.004220529489568666,2024-11-19 10:00:00,2024-11-19 12:15:00,0 days 02:15:00,,91581.29498857056,91856.84888473798,91570.0141497479,91723.8667901463,51.592388737428514,65.86619710283443,259.2540045,280.277598,315.89049144228954,283.7849593855502
9,13603,13612,91964.0,92753.92990983037,91437.39672677974,92753.92990983037,5446.907819284897,1662.4613691884733,0.006580966246798189,2024-11-19 14:45:00,2024-11-19 17:00:00,0 days 02:15:00,,91811.37963763745,92347.29040469958,91808.31221724753,92122.46646744329,50.62286358549098,59.96741971870717,619.120301,787.7254355,453.5283661823404,455.9329377929814
9,13723,13733,94470.76,93898.18341986027,93898.18341986027,95329.62487020956,-6848.509712036232,1695.3204907787426,-0.008054825890673308,2024-11-20 20:45:00,2024-11-20 23:15:00,0 days 02:30:00,,94062.40141991277,94122.11491062136,93980.09089289168,94093.46816294851,55.454954248724384,47.79551179263388,645.9837699999999,404.616237,475.7623536795401,377.58894479817974
8,14027,14028,97820.84,98225.5516358605,97551.04890942635,98225.5516358605,1669.3219537971004,1568.3711330868841,0.002133136908501707,2024-11-24 00:45:00,2024-11-24 01:00:00,0 days 00:15:00,,97795.47344986597,97901.80675989277,97772.16701523284,97822.61910475712,53.71615080681405,62.80428356266532,181.8536145,193.81564450000002,222.03893913437736,240.50044348192182
9,14364,14367,93499.99,94027.14453695729,93148.55364202848,94027.14453695729,3056.6466217829493,1687.7442108326156,0.0036323790240013446,2024-11-27 13:00:00,2024-11-27 13:45:00,0 days 00:45:00,,93393.21185870685,93695.34719165793,93355.30136462132,93513.91575103029,57.83420526429451,67.32990451079067,278.671831,294.6577495,303.0862293827247,316.5505670385735
9,14625,14627,96865.97,96624.89876928975,96624.89876928975,97227.57684606539,-3911.058895315869,1741.4178189236077,-0.004486220490844581,2024-11-30 06:15:00,2024-11-30 06:45:00,0 days 00:30:00,,96819.48801955734,96804.29073251669,96807.16948342764,96803.68684580797,51.095124415861285,43.65068531061157,198.7416565,197.52720050000002,212.0439285257942,224.9353261268326
9,14889,14894,95966.32,95551.99095631034,95551.99095631034,96587.8135655345,-5452.62619181377,1723.6647986067933,-0.0063131247988457906,2024-12-03 00:15:00,2024-12-03 01:30:00,0 days 01:15:00,,95700.3775926656,95712.40296156467,95670.90631431129,95698.67376875108,52.04649227956487,46.625473328526944,257.153082,237.302735,344.46247428366576,328.63975029787525
9,14899,14915,96144.0,95758.47712396113,95758.47712396113,96722.2843140583,-5196.828178465488,1727.1222941156502,-0.006005838670773355,2024-12-03 02:45:00,2024-12-03 06:45:00,0 days 04:00:00,,95826.98878804552,96005.41027284593,95753.92816539548,95974.11691089708,56.89628381213463,40.62728416740162,248.815035,190.2376395,310.321273125315,230.9271354194026
8,14950,14954,95879.99,95301.6273238566,95301.6273238566,96747.53401421511,-6156.3543477380435,1529.452938590853,-0.00802611987618329,2024-12-03 15:30:00,2024-12-03 16:30:00,0 days 01:00:00,,95196.67921043429,95449.34950059389,95045.49625831086,95236.62134165074,59.85281844934763,50.18165839761627,740.5253500000001,769.271348,486.0846898728692,501.3745053482684
8,15231,15240,98747.99,99490.09673581918,98253.25217612056,99490.09673581918,4350.949192666882,1585.9046938865536,0.00550764272855941,2024-12-06 13:45:00,2024-12-06 16:00:00,0 days 02:15:00,,98223.82612720515,99048.38648132102,98123.88710642495,98706.55380903523,58.36879993897615,60.84321093279025,379.11805350000003,527.7249635000001,413.623554192435,494.5783827033871
8,15378,15384,100181.86,99911.81485797066,99911.81485797066,100586.95271304401,-3761.11053509848,1600.7493988637652,-0.004692853745052331,2024-12-08 02:30:00,2024-12-08 04:00:00,0 days 01:30:00,,100000.30057533213,100010.4761732199,99951.8470811795,99982.9743095098,59.726042037351796,52.08869492161576,110.11533100000001,110.08670500000001,221.541955141752,201.00192850074777
8,15448,15452,100100.99,99782.02731178056,99782.02731178056,100579.40903232915,-4150.765644249785,1599.0641384942446,-0.005183222518890367,2024-12-08 20:00:00,2024-12-08 21:00:00,0 days 01:00:00,,99851.04220922533,99842.69007289872,99818.53902735011,99828.52906792576,56.57463849796833,47.58819707721949,142.46186550000002,128.418847,256.65791350313225,231.8716825687983
8,15499,15499,99449.46,98997.42279169908,98997.42279169908,100127.54081245138,-5203.872728741016,1587.5750623335925,-0.006540850911534611,2024-12-09 08:45:00,2024-12-09 08:45:00,0 days 00:00:00,,99245.58701973241,99245.58701973241,99290.33647619926,99290.33647619926,41.944361000674476,41.944361000674476,304.5600115,304.5600115,399.2270064233282,399.2270064233282
8,15613,15618,97629.06,97194.28276789463,97194.28276789463,98281.20084815806,-5036.804598986066,1558.5867421431572,-0.006448905427064997,2024-12-10 13:15:00,2024-12-10 14:30:00,0 days 01:15:00,,97443.10290523715,97737.13125918811,97422.2673748763,97588.55533711449,51.352919111805925,60.73815440313263,289.6435605,396.961508,360.5913105577243,411.3300516914633
8,15667,15690,97330.65,98345.49147376476,96654.10568415682,98345.49147376476,6553.322658328034,1565.409131790118,0.008416314206172587,2024-12-11 02:45:00,2024-12-11 08:30:00,0 days 05:45:00,,96557.16137906363,97804.34367047294,96446.12446000382,97533.23220013142,59.99445768617946,71.33395579605632,366.53446950000006,212.14561250000003,550.8177444024591,333.3950761952616
8,15764,15764,101824.77,101424.06375231296,101424.06375231296,102425.80437153055,-4831.640651514894,1625.9906700185038,-0.005931317904664682,2024-12-12 03:00:00,2024-12-12 03:00:00,0 days 00:00:00,,101050.14047948131,101050.14047948131,100972.80560842057,100972.80560842057,57.44075567404616,57.44075567404616,246.77320750000007,246.77320750000007,357.7604297578299,357.7604297578299
8,15879,15891,100078.69,100527.4417866347,99779.52214224353,100527.4417866347,1985.165238784557,1604.8490542930776,0.002479505425661252,2024-12-13 07:45:00,2024-12-13 10:45:00,0 days 03:00:00,,99926.34501190293,100191.63530171124,99891.42004992906,100089.2926683547,57.57534018017229,62.33569707460465,162.7338375,167.13775850000005,241.98679469250712,227.58740094353695
8,15944,15948,101424.24,101881.13303968718,101119.66130687522,101881.13303968718,2028.7013331798853,1626.4429843174976,0.0025002668656672563,2024-12-14 00:00:00,2024-12-14 01:00:00,0 days 01:00:00,,101305.04063896326,101429.61130171937,101294.2385888371,101355.16926769831,52.13901905301895,64.54945814882223,206.17479600000001,217.25975599999998,248.98577444179938,275.830978858606
8,16195,16196,105388.32,106062.59816207939,104938.80122528042,106062.59816207939,3702.617951338429,1691.6073452966352,0.004391636985173566,2024-12-16 14:45:00,2024-12-16 15:00:00,0 days 00:15:00,,104585.41478121572,104877.13182497259,104440.44675624704,104586.22432386094,68.09074401048693,73.27622785628998,416.48895550000003,454.3138670000001,410.3419090092048,446.1846297942616
8,16239,16246,106335.99,106986.44041532475,105902.37305645017,106986.44041532475,3497.0238792753207,1706.579443322598,0.004110818782139572,2024-12-17 01:45:00,2024-12-17 03:30:00,0 days 01:45:00,,106135.8973955779,106503.76656498112,106098.45262375638,106325.61237347293,56.62356784316969,64.6033402765169,222.81259450000002,229.353412,350.8932301278431,328.49613048734125
8,16698,16699,97826.37,97360.24126001244,97360.24126001244,98525.56310998133,-5290.522809980565,1561.4928900800996,-0.006760092920217406,2024-12-21 20:30:00,2024-12-21 20:45:00,0 days 00:15:00,,97476.19041774863,97472.33433419891,97457.8217219962,97457.73883817835,50.91584648765537,49.48452379383075,196.419703,190.7907735,382.90914403799013,371.47134803527643
8,16751,16768,97190.0,96812.63692882517,96812.63692882517,97756.04460676224,-4570.925664829213,1552.0210954306012,-0.005878852846009433,2024-12-22 09:45:00,2024-12-22 14:00:00,0 days 04:15:00,,96708.03153500012,97007.63205598132,96636.1773322337,96976.01809494087,55.945717439692714,43.3853274701027,177.454313,134.9782095,314.60070983766343,268.6054224421765
8,17041,17041,98625.34,99056.96125888589,98337.59249407607,99056.96125888589,1871.5116610160385,1581.4584100710872,0.0023719964628461368,2024-12-25 10:15:00,2024-12-25 10:15:00,0 days 00:00:00,,98363.2133229193,98363.2133229193,98247.48624558756,98247.48624558756,68.47945947320372,68.47945947320372,126.553422,126.553422,275.61247482208705,275.61247482208705
8,17051,17051,98528.58,98077.28933012892,98077.28933012892,99208.56600480662,-5183.172313609725,1572.8469546410315,-0.006575721878882359,2024-12-25 12:45:00,2024-12-25 12:45:00,0 days 00:00:00,,98319.3825029001,98319.3825029001,98319.48659262559,98319.48659262559,47.69181261915814,47.69181261915814,216.77133249999997,216.77133249999997,388.5542088288137,388.5542088288137
8,17161,17166,96339.01,95794.61371107025,95794.61371107025,97155.57943339461,-5892.239301126481,1537.068989688562,-0.007645188720963732,2024-12-26 16:15:00,2024-12-26 17:30:00,0 days 01:15:00,,95931.37556675122,96129.50735371304,95928.4379752795,96051.17845718404,48.438720041195616,50.271378669937235,265.50253250000003,275.15799300000003,467.20843786230085,464.7000744094867
8,17199,17203,96193.36,95792.72985480087,95792.72985480087,96794.2802177987,-4740.929880431457,1535.888718838407,-0.006160677151249608,2024-12-27 01:45:00,2024-12-27 02:45:00,0 days 01:00:00,,95857.39070279036,96058.46507186294,95805.89251687967,95935.0651006623,52.323800661857064,53.275537283338714,141.087469,159.8575725,336.51796949932907,348.56519488937727
8,17229,17230,97298.55,96690.26916577833,96690.26916577833,98210.9462513325,-6418.1572270996185,1551.9105533262268,-0.008245443055291684,2024-12-27 09:15:00,2024-12-27 09:30:00,0 days 00:15:00,,96292.17954892523,96412.14363914018,96156.59050557786,96223.44591416168,58.18815587370659,58.403411330550405,370.35305150000005,371.70655050000005,506.3207645762888,496.94570996369623
8,17487,17499,93783.01,93397.00582101697,93397.00582101697,94361.99126847454,-4585.473558432363,1497.4401265681358,-0.006111812734567176,2024-12-30 01:45:00,2024-12-30 04:45:00,0 days 03:00:00,,93706.71674233055,93626.237631893,93671.69506910535,93670.12610057928,55.83427586578327,40.341230225384784,247.15807650000005,173.1208165,335.8188289749611,303.3246682749315
8,17601,17609,92840.26,93367.11484501095,92489.0067699927,93367.11484501095,2725.1797613275285,1489.6589987600876,0.0036691783302411087,2024-12-31 06:15:00,2024-12-31 08:15:00,0 days 02:00:00,,92663.22768341893,93080.21898644621,92641.46273619476,92868.04870637076,54.17488826306001,77.93359159817406,115.05385850000002,139.21988850000002,282.64249941041027,300.51237386498366
8,17677,17679,94153.04,93738.78087584239,93738.78087584239,94774.45368623642,-4817.207560267547,1503.134567006739,-0.006395448782465674,2025-01-01 01:15:00,2025-01-01 01:45:00,0 days 00:30:00,,93898.68020542985,93844.4057314751,93896.53113792636,93872.47647762508,47.849389320409045,44.14788423083369,133.24322650000002,116.608224,344.383250836248,333.964894853703
8,17722,17725,93888.3,93620.78335497156,93620.78335497156,94289.59996754266,-3640.205827067333,1500.0726668397724,-0.004846458274177072,2025-01-01 12:30:00,2025-01-01 13:15:00,0 days 00:45:00,,93579.77801903007,93653.06442574342,93541.09657633223,93588.88968920529,57.288462935760094,54.64273237063794,120.0875665,110.59322850000002,217.09323722438975,213.10869613046177
8,18074,18076,98487.17,98332.11000533942,98332.11000533942,98719.73499199087,-2815.034197327354,1574.5542400427153,-0.0035728437995113495,2025-01-05 04:30:00,2025-01-05 05:00:00,0 days 00:30:00,,98279.11156698245,98299.55100286877,98245.56240774185,98261.45265102634,58.48257970539084,54.01516120906592,55.119962,51.232771,126.80059110639993,117.78178518868155
8,18119,18126,98090.37,97854.93900692931,97854.93900692931,98443.51648960602,-3451.0104166208775,1567.5624720554345,-0.004397743652894821,2025-01-05 15:45:00,2025-01-05 17:30:00,0 days 01:45:00,,97880.40357557329,97960.46408642808,97842.44888355491,97920.74658483465,57.06221365909961,47.08085182944042,102.70128200000002,117.24686650000002,194.14374463802733,186.37834806101063
8,18160,18160,98759.42,99205.32386283015,98462.1674247799,99205.32386283015,1983.5129517385553,1583.7179509026414,0.0025105364021713377,2025-01-06 02:00:00,2025-01-06 02:00:00,0 days 00:00:00,,98512.30381948734,98512.30381948734,98410.30343876104,98410.30343876104,68.15891189590772,68.15891189590772,153.5670835,153.5670835,275.8617546346042,275.8617546346042
7,18277,18278,101868.01,101665.00309868639,101665.00309868639,102172.49535197043,-2845.7794008860674,1424.7310916908048,-0.003990849673143684,2025-01-07 07:15:00,2025-01-07 07:30:00,0 days 00:15:00,,101792.50772687304,101783.74818149843,101793.86629380287,101789.76117618443,49.150245504989854,47.96437031999685,89.5771515,94.3977185,163.9637926831543,162.30923606292922
