Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_λ,Exit_λ,"Entry_ta_adx_wr…(H,L,C,14)","Exit_ta_adx_wr…(H,L,C,14)","Entry_ta_atr_wr…(H,L,C,14)","Exit_ta_atr_wr…(H,L,C,14)"
12,11583,11591,71516.6,72231.7761,71233.93177022152,72231.7761,6857.132686799963,1724.9805132000001,0.00799014108472721,2024-10-29 13:45:00,2024-10-29 15:45:00,0 days 02:00:00,,71621.63988390248,72274.11932595058,17.908501273612423,27.75505456454994,208.63914224382424,273.7178443166045
12,11678,11678,71772.03,71483.58638881579,71483.58638881579,72230.5135,-5180.390730876284,1719.0673966657896,-0.006014867178384441,2024-10-30 13:30:00,2024-10-30 13:30:00,0 days 00:00:00,,72771.23953689018,72771.23953689018,30.35100536991493,30.35100536991493,207.1910450187949,207.1910450187949
12,12013,12016,69110.91,68934.44076248667,68934.44076248667,69379.92599999999,-3774.175059309811,1656.5442091498403,-0.004550867414071378,2024-11-03 01:15:00,2024-11-03 02:00:00,0 days 00:45:00,,69644.56006592397,69675.45436965492,23.327282506260673,29.177137774215957,121.07309941301078,146.93129716121754
12,12068,12072,67776.99,68293.43000000001,67466.73673298735,68293.43000000001,4564.434960000028,1632.8450400000002,0.005612075425598087,2024-11-03 15:00:00,2024-11-03 16:00:00,0 days 01:00:00,,68859.08005044103,68786.56872038364,30.30320323272736,31.64625932239201,214.3998795792585,267.19972929673054
12,12139,12149,68527.99,68952.38600000001,68248.1637383762,68952.38600000001,3442.987488000095,1649.7645120000002,0.004186838458270932,2024-11-04 08:45:00,2024-11-04 11:15:00,0 days 02:30:00,,69374.38043194287,69086.12220260786,16.56662153694613,10.79676085329081,190.06149529092687,192.72953139505833
11,12654,12656,75977.08,76257.07150000002,75791.50080234108,76257.07150000002,1405.3308335002007,1674.5756665000004,0.0016815248559172297,2024-11-09 17:30:00,2024-11-09 18:00:00,0 days 00:30:00,,76550.58978486528,76536.85446453113,22.510087050251794,21.34139744500579,125.2230747412381,129.6755083228028
11,12765,12767,78897.81,79926.0255,78305.4303502319,79926.0255,9563.308309500062,1747.0621905,0.011019211616900533,2024-11-10 21:15:00,2024-11-10 21:45:00,0 days 00:30:00,,81073.52074720805,81075.95861040303,26.797711090431807,24.429201549016874,416.28192604692254,413.0405382751518
10,12916,12926,86787.52,85670.22773279998,85670.22773279998,88521.98350000002,-12897.500149328276,1724.5774773279998,-0.014861007837680226,2024-11-12 11:00:00,2024-11-12 13:30:00,0 days 02:30:00,,90443.7651556352,89022.49455632083,24.04904614043841,35.26816701758746,764.5780701714439,758.2293619517592
9,13635,13672,91709.8,92904.84300000001,90928.27826017047,92904.84300000001,9093.855213000046,1661.5317870000001,0.011017670488868278,2024-11-19 22:45:00,2024-11-20 08:00:00,0 days 09:15:00,,94293.26042781827,92974.29062955349,26.960702833219287,21.68967995841276,503.8941722754261,254.64416976823202
9,13948,13993,98576.14,98210.82906312146,98210.82906312146,99561.9014,-5058.8811534749275,1771.0827215680931,-0.005702169976848955,2024-11-23 05:00:00,2024-11-23 16:15:00,0 days 11:15:00,,98801.23276430173,99001.19813790865,10.584117317331355,15.95934469309958,242.99272282957463,200.60814889123353
9,14048,14059,98264.44,97951.74503068479,97951.74503068479,99247.0844,-4580.200389113078,1765.945665276163,-0.0051789961286696695,2024-11-24 06:00:00,2024-11-24 08:45:00,0 days 02:45:00,,98529.7639290051,98467.62815840657,15.915573052224193,14.597475807947252,204.97736195703519,186.89914925351653
9,14178,14178,97244.0,96798.97276361045,96798.97276361045,98033.8385,-5751.631882378437,1746.386754872494,-0.006571821491846891,2024-11-25 14:30:00,2024-11-25 14:30:00,0 days 00:00:00,,98894.72268980421,98894.72268980421,22.485279267599868,22.485279267599868,340.86805109829413,340.86805109829413
9,14299,14319,91415.98,92780.55350000001,90544.07796955298,92780.55350000001,10623.392698500118,1657.7688014999999,0.012912151316433047,2024-11-26 20:45:00,2024-11-27 01:45:00,0 days 05:00:00,,94781.12837799471,92750.31920282739,23.66635815041439,13.428779362975101,603.7803045624354,434.20673806010035
9,14609,14623,96580.0,97109.146,96234.97056162763,97109.146,3019.11168599994,1743.202314,0.0034733573617725453,2024-11-30 02:15:00,2024-11-30 05:45:00,0 days 03:30:00,,97732.73928253092,96953.0448400754,22.49049915950901,22.77794927291026,225.8153666114638,185.72982243228176
9,14645,14658,96275.89,96710.8605,95994.10122874122,96710.8605,2177.8537454999623,1736.8807545,0.002513440794990312,2024-11-30 11:15:00,2024-11-30 14:30:00,0 days 03:15:00,,97146.13577093609,96825.85861453388,19.608222925360764,15.779969201592333,180.6387631602061,163.7592975555833
9,14749,14797,97027.99,97998.2699,96762.66915898428,97998.2699,6977.282760899947,1755.2363391,0.00799000000000001,2024-12-01 13:15:00,2024-12-02 01:15:00,0 days 12:00:00,,97209.39458717292,97911.6720290585,17.865319134666972,20.4419795048568,191.57266348592768,266.2488492696375
9,14810,14821,96458.01,95941.05352200677,95941.05352200677,97356.49,-6384.199873637096,1731.5915716980608,-0.0073540345847403765,2024-12-02 04:30:00,2024-12-02 07:15:00,0 days 02:45:00,,98330.56885745186,97701.47368126616,27.701532437856425,29.285754072358536,350.68901018628947,294.3169956063263
9,15495,15499,99440.09,98890.42684665768,98890.42684665768,100434.4,-6731.943031700805,1784.9746516199189,-0.007522053431256753,2024-12-09 07:45:00,2024-12-09 08:45:00,0 days 01:00:00,,99722.64672132916,99809.07760647757,25.142892612677517,22.51755877248109,366.18766635476845,399.2270064233282
9,15619,15621,98000.01,97383.0149224628,97383.0149224628,98980.0101,-7311.402922136947,1758.447224302165,-0.008289571628203516,2024-12-10 14:45:00,2024-12-10 15:15:00,0 days 00:30:00,,98095.22580463947,98171.78292860308,13.730105375894194,14.289776788617516,444.0650479992156,493.03807710136294
8,15833,15908,99832.01,101176.32850000002,99045.39695420009,101176.32850000002,9146.481292000184,1608.0667080000003,0.011452340401640913,2024-12-12 20:15:00,2024-12-13 15:00:00,0 days 18:45:00,,102864.13953644325,101012.67692503998,28.987780098582572,18.294734142024218,515.7795045428027,289.1930162199054
8,16188,16194,103656.02,104406.47950000002,103184.40582531285,104406.47950000002,4339.176004000094,1664.4999960000002,0.00523266280627036,2024-12-16 13:00:00,2024-12-16 14:30:00,0 days 01:30:00,,105158.61365458144,105106.15568945391,25.734158880433387,24.509300267966843,333.663774806335,374.5989789329898
8,16489,16494,100057.84,99214.69565128081,99214.69565128081,101659.2785,-8339.335074963737,1594.1802852102464,-0.010418142989799362,2024-12-19 16:15:00,2024-12-19 17:30:00,0 days 01:15:00,,103282.25241415905,103000.96459542816,29.696516638154687,31.132806387776576,573.0110253975976,610.2845617208421
9,16558,16560,95174.13,94260.76312515579,94260.76312515579,96906.9565,-9925.21591172433,1704.9140381264021,-0.011587200933377222,2024-12-20 09:30:00,2024-12-20 10:00:00,0 days 00:30:00,,98651.9735871147,98810.54694308777,25.304555549789885,28.849223956539465,606.7590177606996,631.2335408242772
9,16726,16730,97160.38,96623.2015100011,96623.2015100011,98131.9939,-6578.658643580107,1744.05223359001,-0.007523252497663132,2024-12-22 03:30:00,2024-12-22 04:30:00,0 days 01:00:00,,97494.12979948433,97531.81634456401,17.101007960068934,14.9902550461539,351.73596999931874,336.8421149820538
8,17029,17041,98207.66,99189.7366,97817.75978136325,99189.7366,6277.433627200003,1579.1791728,0.00799000000000001,2024-12-25 07:15:00,2024-12-25 10:15:00,0 days 03:00:00,,98377.5404372812,98638.57347310329,13.639325343653523,15.087647013154381,263.69394487037454,275.61247482208705
9,17256,17261,94573.75,93870.05659897669,93870.05659897669,96088.73350000002,-8029.234868600572,1695.9942593907904,-0.009433243448867031,2024-12-27 16:00:00,2024-12-27 17:15:00,0 days 01:15:00,,97729.32363847407,97340.73308415912,30.108992952589023,37.44719446081425,473.77258158585846,489.99976547115546
