Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_ta_wrapper(rsi,C,14)","Exit_ta_wrapper(rsi,C,14)","Entry_roc_calc(C,10)","Exit_roc_calc(C,10)",Entry_λ,Exit_λ,"Entry_ta_adx_wr…(H,L,C,14)","Exit_ta_adx_wr…(H,L,C,14)"
10,15832,15908,99481.33,101225.4575,98815.0818,101225.4575,15434.207125000023,2007.0678750000002,0.015514677100718273,2024-12-12 20:00:00,2024-12-13 15:00:00,0 days 19:00:00,,35.64806127362219,74.57475941131206,-1.6045633747289623,1.0017290527967626,102827.15132660413,101012.67692503998,26.974265006994106,18.294734142024218
